player,player_id,pos,team,g,gs,mp,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,position,value,ht_ft,ht_in,wt,full_in_ht,position_2,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,leader
Ausar Thompson,thompau01,SF,DET,73,72,1896,1,65,27,7,0,wing_small_percent,92,6,7,205,79,wing,1.5,4.1,5.7,0.144,-0.6,3.6,3.1,2.4,TRUE
Ethan Thompson,thompet01,SG,IND,32,13,653,12,79,8,0,0,guard_percent,91,6,4,195,76,guard,0,0.3,0.3,0.02,-4.1,-0.8,-4.9,-0.5,FALSE
Klay Thompson,thompkl01,SF,DAL,69,8,1497,5,38,53,5,0,wing_small_percent,91,6,5,220,77,wing,-0.3,0.9,0.5,0.018,0.2,-1.5,-1.4,0.2,FALSE
Matisse Thybulle,thybuma01,SG,POR,30,0,480,12,51,33,4,0,wing_small_percent,84,6,5,202,77,wing,0.2,1,1.3,0.126,-1.7,6.1,4.4,0.8,FALSE
Xavier Tillman Sr.,tillmxa01,C,BOS,14,1,111,0,0,0,7,93,big_percent,100,6,8,245,80,big,0,0.2,0.2,0.081,-2.2,1,-1.2,0,FALSE
Xavier Tillman Sr.,tillmxa01,C,CHO,16,0,72,0,0,0,36,64,big_percent,100,6,8,245,80,big,0,0.1,0.1,0.072,-3.8,1,-2.8,0,FALSE
Drew Timme,timmedr01,PF,LAL,27,1,235,0,0,0,42,58,big_percent,100,6,9,235,81,big,0.3,0.1,0.4,0.092,-0.8,-1.4,-2.2,0,FALSE
Nae'Qwan Tomlin,tomlina01,PF,CLE,64,3,1004,0,0,17,75,8,wing_big_percent,92,6,8,210,80,wing,1.1,1.1,2.2,0.107,-2.2,0.1,-2.1,0,FALSE
John Tonje,tonjejo01,SG,BOS,6,0,42,0,80,20,0,0,wing_small_percent,100,6,4,218,76,wing,0,0.1,0.1,0.101,-6.3,1.2,-5.1,0,FALSE
Nikola Topić,topicni01,PG,OKC,10,2,160,100,0,0,0,0,guard_percent,100,6,6,200,78,guard,-0.3,0.2,0,-0.014,-5.3,-3.2,-8.4,-0.3,FALSE
Jacob Toppin,toppija01,SF,ATL,5,0,17,0,0,92,8,0,wing_big_percent,100,NA,NA,NA,NA,wing,0,0,0,0.13,-0.1,0.6,0.5,0,FALSE
Obi Toppin,toppiob01,PF,IND,24,3,424,0,0,3,94,3,big_percent,97,6,9,220,81,big,0.7,0.3,1.1,0.124,3.4,-0.4,3,0.5,FALSE
Obi Toppin,toppiob01,PF,IND,24,3,424,0,0,3,94,3,wing_big_percent,97,6,9,220,81,wing,0.7,0.3,1.1,0.124,3.4,-0.4,3,0.5,TRUE
Karl-Anthony Towns,townska01,C,NYK,75,75,2322,0,0,0,0,100,big_percent,100,7,0,248,84,big,5.5,4,9.5,0.197,2.7,0.6,3.3,3.1,TRUE
Nolan Traoré,traorno01,PG,BRK,56,31,1243,97,3,0,0,0,guard_percent,100,6,3,185,75,guard,-2.3,0.6,-1.6,-0.063,-4.8,-2,-6.8,-1.5,FALSE
Luke Travers,travelu01,SG,CLE,12,0,103,0,51,49,0,0,wing_small_percent,100,NA,NA,NA,NA,wing,-0.1,0.2,0.1,0.024,-4.2,1,-3.2,0,FALSE
Gary Trent Jr.,trentga02,SG,MIL,65,21,1377,2,36,61,1,0,wing_small_percent,97,6,5,204,77,wing,-0.2,0.2,-0.1,-0.002,-3.2,-2.2,-5.4,-1.2,FALSE
Oscar Tshiebwe,tshieos01,C,UTA,27,6,448,0,0,0,20,80,big_percent,100,6,8,255,80,big,1.1,0.3,1.3,0.141,1,-2.8,-1.8,0,FALSE
Myles Turner,turnemy01,C,MIL,71,71,1912,0,0,0,0,100,big_percent,100,6,11,250,83,big,1.2,1.8,3,0.076,-0.9,0,-0.9,0.5,FALSE
Hunter Tyson,tysonhu01,PF,DEN,21,2,162,0,0,14,81,5,wing_big_percent,95,NA,NA,NA,NA,wing,-0.2,0.1,0,-0.013,-5.2,-1.6,-6.8,-0.2,FALSE
Jaylon Tyson,tysonja01,SG,CLE,66,42,1777,0,23,55,23,0,wing_small_percent,78,6,6,215,78,wing,2.3,1.7,4,0.108,0.6,-0.5,0.1,0.9,FALSE
Stanley Umude,umudest01,SG,SAS,2,0,7,0,67,33,0,0,wing_small_percent,100,NA,NA,NA,NA,wing,0,0,0,0.165,-6.7,7.1,0.4,0,FALSE
Jonas Valančiūnas,valanjo01,C,DEN,65,6,871,0,0,0,5,95,big_percent,100,6,11,265,83,big,1.8,1.1,2.9,0.162,0.5,-0.5,0,0.4,FALSE
Jarred Vanderbilt,vandeja01,PF,LAL,65,3,1128,0,0,31,65,5,wing_big_percent,96,6,8,214,80,wing,0.4,1.5,1.8,0.079,-2.4,0.9,-1.5,0.1,FALSE
Devin Vassell,vassede01,SG,SAS,67,65,2044,16,54,31,0,0,wing_small_percent,85,6,5,200,77,wing,2.3,2.6,4.9,0.115,0.1,0.3,0.5,1.3,FALSE
Gabe Vincent,vincega01,PG,ATL,24,0,320,98,2,0,0,0,guard_percent,100,6,2,200,74,guard,0,0.3,0.3,0.049,-3.6,0.1,-3.4,-0.1,FALSE
Gabe Vincent,vincega01,PG,LAL,29,7,559,100,0,0,0,0,guard_percent,100,6,2,200,74,guard,0.1,0.2,0.3,0.027,-3.9,-0.9,-4.8,-0.4,FALSE
Nikola Vučević,vucevni01,C,BOS,16,1,338,0,0,0,5,95,big_percent,100,6,9,260,81,big,0.3,0.6,0.9,0.124,-0.8,1,0.2,0.2,FALSE
Nikola Vučević,vucevni01,C,CHI,48,48,1480,0,0,0,0,100,big_percent,100,6,9,260,81,big,2.2,1.3,3.5,0.115,1.9,-0.1,1.8,1.4,TRUE
Tristan Vukcevic,vukcetr01,C,WAS,49,12,671,0,0,0,0,100,big_percent,100,7,0,220,84,big,0.4,0.4,0.8,0.054,0.8,-0.8,0,0.3,FALSE
Dean Wade,wadede01,PF,CLE,59,38,1318,0,0,14,73,14,big_percent,87,6,9,228,81,big,1.7,1.4,3.1,0.114,-0.8,1,0.2,0.7,FALSE
Dean Wade,wadede01,PF,CLE,59,38,1318,0,0,14,73,14,wing_big_percent,87,6,9,228,81,wing,1.7,1.4,3.1,0.114,-0.8,1,0.2,0.7,FALSE
Franz Wagner,wagnefr01,SF,ORL,34,32,1019,0,0,49,50,1,wing_big_percent,99,6,10,220,82,wing,1.8,1.1,2.8,0.134,2.6,-0.2,2.5,1.2,FALSE
Moritz Wagner,wagnemo01,C,ORL,36,0,427,0,0,0,2,98,big_percent,100,6,11,245,83,big,0.4,0.6,0.9,0.104,-1.4,-0.8,-2.2,0,FALSE
Jabari Walker,walkeja01,PF,PHI,64,6,762,0,0,20,75,4,wing_big_percent,95,6,7,237,79,wing,0.9,0.8,1.7,0.106,-2.1,-0.6,-2.7,-0.1,FALSE
Jarace Walker,walkeja02,PF,IND,76,41,1953,0,2,58,40,0,wing_big_percent,98,6,7,235,79,wing,-1,1.5,0.5,0.013,-1.8,-0.7,-2.4,-0.2,FALSE
Cason Wallace,wallaca01,SG,OKC,77,58,2046,19,67,13,0,0,guard_percent,86,6,3,195,75,guard,1,4.2,5.2,0.122,-2.1,3.3,1.2,1.7,FALSE
Keaton Wallace,wallake01,PG,ATL,53,3,536,96,4,0,0,0,guard_percent,100,6,3,185,75,guard,0.1,0.6,0.7,0.066,-3,0.3,-2.7,-0.1,FALSE
Jordan Walsh,walshjo01,PF,BOS,68,25,1212,0,3,31,64,2,wing_big_percent,95,6,6,205,78,wing,1.9,1.9,3.8,0.15,-1.4,1.6,0.2,0.7,FALSE
Ja'Kobe Walter,walteja01,SG,TOR,72,19,1474,12,81,8,0,0,guard_percent,93,6,4,180,76,guard,1.9,1.9,3.7,0.121,-1.3,1,-0.3,0.6,FALSE
Kel'el Ware,wareke01,C,MIA,77,34,1704,0,0,0,0,100,big_percent,100,7,0,230,84,big,3.2,3,6.2,0.175,2.1,0.1,2.1,1.8,FALSE
P.J. Washington,washipj01,PF,DAL,56,53,1736,0,0,2,85,14,big_percent,99,6,7,230,79,big,-0.3,2,1.7,0.046,-1.7,0.1,-1.6,0.2,FALSE
TyTy Washington Jr.,washity02,PG,LAC,16,0,88,81,19,0,0,0,guard_percent,100,6,3,195,75,guard,0.1,0.1,0.2,0.121,-0.8,2.6,1.9,0.1,FALSE
Lindy Waters III,waterli01,SG,SAS,40,0,285,13,75,12,0,0,guard_percent,88,6,5,210,77,guard,0.1,0.3,0.4,0.063,-2.9,-0.3,-3.2,-0.1,FALSE
Trendon Watford,watfotr01,PF,PHI,53,7,864,0,0,8,83,9,big_percent,92,6,8,237,80,big,0.6,0.8,1.4,0.078,-2.2,0.2,-1.9,0,FALSE
Jamir Watkins,watkija01,SG,WAS,50,7,1032,8,44,40,8,0,wing_small_percent,84,6,6,210,78,wing,0.5,0.5,1.1,0.049,-2.9,-0.5,-3.3,-0.3,FALSE
Peyton Watson,watsope01,SF,DEN,54,40,1598,0,16,52,32,0,wing_big_percent,84,6,8,200,80,wing,1,1.6,2.6,0.078,-0.8,-0.5,-1.2,0.3,FALSE
Jaylen Wells,wellsja01,SG,MEM,69,69,1821,0,9,77,13,1,wing_big_percent,90,6,7,206,79,wing,0.9,0.7,1.6,0.042,-1.8,-1.4,-3.1,-0.5,FALSE
Victor Wembanyama,wembavi01,C,SAS,64,55,1866,0,0,0,0,100,big_percent,100,7,4,235,88,big,5,5,10,0.257,6.5,4.2,10.7,6,TRUE
Blake Wesley,weslebl01,SG,POR,31,0,361,47,36,17,0,0,guard_percent,83,6,4,190,76,guard,-0.1,0.4,0.3,0.038,-3.7,0.1,-3.6,-0.1,FALSE
Russell Westbrook,westbru01,SF,SAC,64,58,1853,8,48,38,7,0,wing_small_percent,86,6,4,200,76,wing,-0.6,0.9,0.4,0.009,0.6,-1,-0.4,0.7,FALSE
Coby White,whiteco01,SG,CHI,29,26,843,34,54,12,0,0,guard_percent,88,6,4,195,76,guard,0.3,0.4,0.7,0.038,-1,-2.3,-3.3,-0.3,FALSE
Coby White,whiteco01,SG,CHO,21,0,406,75,25,0,0,0,guard_percent,100,6,4,195,76,guard,1,0.3,1.3,0.154,4,-1.1,2.9,0.5,FALSE
Dariq Whitehead,whiteda01,SF,MEM,6,2,183,0,1,4,25,70,big_percent,95,NA,NA,NA,NA,big,-0.2,0.1,-0.2,-0.047,-3.6,-4.4,-8,-0.3,FALSE
Derrick White,whitede01,SG,BOS,77,77,2625,22,75,4,0,0,guard_percent,97,6,4,190,76,guard,3.5,3.5,7,0.129,2.2,1,3.2,3.5,TRUE
Cam Whitmore,whitmca01,SF,WAS,21,0,354,0,6,57,37,0,wing_big_percent,94,6,6,230,78,wing,-0.1,0.1,0,-0.002,-1.1,-2.1,-3.3,-0.1,FALSE
Aaron Wiggins,wiggiaa01,SG,OKC,65,21,1414,2,31,48,18,0,wing_small_percent,79,6,5,190,77,wing,-0.4,2.5,2.1,0.072,-1.7,0.7,-0.9,0.4,FALSE
Andrew Wiggins,wiggian01,SF,MIA,68,68,2063,1,16,49,35,0,wing_big_percent,84,6,6,197,78,wing,2.2,2.3,4.6,0.106,0.7,0.5,1.2,1.7,TRUE
Alondes Williams,willial06,SG,WAS,4,0,101,0,53,43,4,0,wing_small_percent,96,NA,NA,NA,NA,wing,0.3,0,0.3,0.155,1.5,-0.5,1.1,0.1,FALSE
Amari Williams,william01,PF,BOS,22,2,146,0,0,2,8,90,big_percent,98,6,11,250,83,big,0,0.3,0.2,0.077,-5,2.9,-2.1,0,FALSE
Brandon Williams,willibr03,PG,DAL,66,15,1463,99,1,0,0,0,guard_percent,100,6,1,190,73,guard,1.2,1.3,2.5,0.083,0.1,0.3,0.4,0.9,TRUE
Cody Williams,willico04,SG,UTA,67,41,1631,3,46,43,9,0,wing_small_percent,89,6,8,190,80,wing,0,0.1,0.1,0.004,-3.6,-1.9,-5.5,-1.5,FALSE
Grant Williams,willigr01,PF,CHO,36,3,711,0,0,0,88,12,big_percent,100,6,7,236,79,big,1.1,0.8,1.9,0.131,0.6,1,1.6,0.7,FALSE
Jalen Williams,willija06,SG,OKC,33,33,936,0,18,51,31,0,wing_big_percent,82,6,5,211,77,wing,1.3,1.7,3,0.156,1.1,1,2.1,1,FALSE
Jaylin Williams,willija07,PF,OKC,65,11,1277,0,0,4,35,61,big_percent,96,6,9,240,81,big,1.3,2.8,4.1,0.155,0,2.8,2.7,1.5,FALSE
Nate Williams,willije02,SG,GSW,14,2,239,0,9,62,29,0,wing_big_percent,91,6,5,205,77,wing,0.2,0.1,0.3,0.052,-2.1,-2.9,-5,-0.2,FALSE
Kenrich Williams,willike04,PF,OKC,56,2,855,0,2,10,70,18,big_percent,88,6,7,210,79,big,0.8,1.5,2.3,0.13,-0.1,0.3,0.2,0.5,FALSE
Lucas Williamson,willilu01,SG,MEM,7,2,224,16,77,7,0,0,guard_percent,93,NA,NA,NA,NA,guard,-0.1,0.2,0,0.005,-5.4,-2.1,-7.6,-0.3,FALSE
Mark Williams,willima07,C,PHO,60,55,1416,0,0,0,0,100,big_percent,100,7,1,240,85,big,4,2.3,6.3,0.215,1.5,0.5,2,1.4,TRUE
Patrick Williams,willipa01,PF,CHI,72,6,1474,0,1,30,65,6,wing_big_percent,95,6,6,215,78,wing,-1.1,1,-0.1,-0.005,-3.4,-1.1,-4.5,-0.9,FALSE
Robert Williams,williro04,C,POR,59,1,1008,0,0,0,5,95,big_percent,100,6,9,249,81,big,2.4,2,4.5,0.213,2,2.4,4.5,1.7,FALSE
Vince Williams Jr.,willivi01,PG,MEM,34,12,736,94,6,0,0,0,guard_percent,100,NA,NA,NA,NA,guard,-0.4,0.5,0.2,0.01,-1.5,0.6,-0.9,0.2,FALSE
Vince Williams Jr.,willivi01,SG,UTA,6,0,84,82,18,0,0,0,guard_percent,100,NA,NA,NA,NA,guard,0,0,0,-0.013,-1.8,-0.2,-2,0,FALSE
Zion Williamson,willizi01,PF,NOP,62,55,1841,0,0,7,83,10,big_percent,93,6,6,284,78,big,5,1,6.1,0.159,3.5,-0.6,2.9,2.3,TRUE
Ziaire Williams,willizi02,SF,BRK,56,13,1281,1,22,63,12,3,wing_small_percent,85,6,9,185,81,wing,0.5,1.1,1.6,0.059,-2,0.4,-1.7,0.1,FALSE
Jalen Wilson,wilsoja03,PF,BRK,54,2,859,0,1,28,62,9,wing_big_percent,90,6,6,220,78,wing,-0.2,0.4,0.2,0.012,-3.6,-2.1,-5.6,-0.8,FALSE
James Wiseman,wisemja01,C,IND,4,1,58,0,0,0,10,90,big_percent,100,NA,NA,NA,NA,big,0,0,0,-0.028,-8,-1,-9,-0.1,FALSE
Danny Wolf,wolfda01,PF,BRK,57,15,1187,0,0,0,78,22,big_percent,100,6,11,250,83,big,-0.2,1,0.8,0.032,-2.2,-0.3,-2.5,-0.2,FALSE
Guerschon Yabusele,yabusgu01,C,CHI,26,19,641,0,0,0,13,87,big_percent,100,6,7,265,79,big,0.5,0.5,1,0.074,-0.8,-0.5,-1.3,0.1,FALSE
Guerschon Yabusele,yabusgu01,C,NYK,41,0,366,0,0,0,68,32,big_percent,100,6,7,265,79,big,0,0.4,0.4,0.056,-3.2,-0.5,-3.7,-0.2,FALSE
Yang Hansen,yangha01,C,POR,43,1,300,0,0,0,0,100,big_percent,100,7,1,270,85,big,-0.8,0.3,-0.5,-0.075,-8.9,-0.6,-9.5,-0.6,FALSE
Chris Youngblood,youngch01,SG,OKC,32,0,174,15,36,38,11,0,wing_small_percent,74,6,4,221,76,wing,0.1,0.3,0.4,0.109,-2.6,-0.3,-2.8,0,FALSE
Chris Youngblood,youngch01,SG,POR,2,0,11,0,46,54,0,0,wing_small_percent,100,6,4,221,76,wing,0.1,0,0.1,0.243,4,1.6,5.6,0,FALSE
Jahmir Young,youngja05,PG,MIA,14,0,58,100,0,0,0,0,guard_percent,100,6,0,185,72,guard,0,0,0,0.016,-4.8,-1.9,-6.7,-0.1,FALSE
Trae Young,youngtr01,PG,ATL,10,10,280,100,0,0,0,0,guard_percent,100,6,2,164,74,guard,0.7,0.2,1,0.163,3.5,-1.7,1.8,0.3,FALSE
Trae Young,youngtr01,PG,WAS,5,5,104,100,0,0,0,0,guard_percent,100,6,2,164,74,guard,0.4,0,0.4,0.202,6.3,-0.7,5.6,0.2,TRUE
Omer Yurtseven,yurtsom01,C,GSW,9,0,104,0,0,0,0,100,big_percent,100,NA,NA,NA,NA,big,0,0.1,0.1,0.024,-5.6,-2,-7.6,-0.1,FALSE
Rocco Zikarsky,zikarro01,C,MIN,5,0,36,0,0,0,0,100,big_percent,100,7,3,227,87,big,0.1,0.1,0.2,0.237,0.7,1.7,2.4,0,FALSE
Ivica Zubac,zubaciv01,C,IND,5,5,118,0,0,0,3,97,big_percent,100,7,0,240,84,big,0.1,0.1,0.2,0.064,-1.8,-2.7,-4.5,-0.1,FALSE
Ivica Zubac,zubaciv01,C,LAC,43,42,1328,0,0,0,2,98,big_percent,100,7,0,240,84,big,2.6,1.5,4,0.146,0.9,-0.7,0.1,0.7,FALSE
