player,season,pts_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,pts_as_percent_of_other_stats
Kevin Stacom,1975,2.8,0.9,0.8,0.2,0,0.5957446808510638
Larry Finch,1975,10.5,2.3,3,0.8,0.1,0.6287425149700597
Larry Kenon,1975,18.7,10.7,1.5,1.3,0.4,0.5736196319018406
Larry McNeill,1975,9.8,6.2,0.9,0.9,0.3,0.5414364640883979
Larry Steele,1975,8.6,3,3.8,2.4,0.2,0.47777777777777786
LaRue Martin,1975,7,5,0.9,0.4,0.6,0.5035971223021583
Lee Davis,1975,11.9,6.6,1.5,0.5,0.5,0.5666666666666667
Lee Winfield,1975,5.5,1.9,2,0.6,0.4,0.5288461538461539
Len Elmore,1975,6.6,5.1,0.5,0.9,1.2,0.46153846153846156
Len Kosmalski,1975,1.3,1.8,0.6,0.1,0.1,0.3333333333333333
Lenny Wilkens,1975,6.5,1.8,3.6,1.2,0.1,0.49242424242424243
Leonard Gray,1975,11.5,6.4,2.2,0.8,0.3,0.5424528301886793
Leroy Ellis,1975,7.9,7.1,1.4,0.5,0.7,0.44886363636363646
Lloyd Neal,1975,12.3,8.4,1.7,0.5,1.1,0.5125
Louie Dampier,1975,16.8,2.5,5.4,1.1,0.6,0.6363636363636362
Louie Nelson,1975,11.2,2.7,2.5,0.9,0.1,0.6436781609195402
Mack Calvin,1975,19.5,2.8,7.7,1.9,0.1,0.609375
Marv Roberts,1975,6.4,3,1.2,0.3,0,0.5871559633027523
Marvin Barnes,1975,24,15.6,3.2,1.2,1.8,0.5240174672489083
Matt Guokas,1975,7.2,1.7,2.2,0.5,0.2,0.6101694915254237
Maurice Lucas,1975,13.2,10.2,3.6,1.1,0.8,0.4567474048442906
Mel Counts,1975,6.9,5.9,2.4,0.7,0.6,0.4181818181818182
Mel Daniels,1975,9.8,9,1.8,0.6,1.4,0.4336283185840708
Mel Davis,1975,5.7,5.2,0.9,0.3,0.1,0.4672131147540983
Mickey Davis,1975,5.7,3.2,1.1,0.4,0.1,0.5428571428571429
Mike Bantom,1975,12.5,6.7,1.9,0.8,0.6,0.5555555555555556
Mike D'Antoni,1975,2.5,1.1,1.6,1,0.2,0.390625
Mike Gale,1975,7.4,3.3,2.3,1.2,0.7,0.4966442953020135
Mike Green,1975,17.4,9.2,1.2,1,2.1,0.5631067961165048
Mike Jackson,1975,12.2,5.6,1,0.6,0.2,0.6224489795918368
Mike Newlin,1975,14.4,3.3,5.1,1.4,0.1,0.5925925925925927
Mike Riordan,1975,15.4,3.8,2.7,1,0.1,0.6695652173913044
Mike Sojourner,1975,11.7,8.8,1.3,0.5,0.8,0.5064935064935064
Moses Malone,1975,18.8,14.6,1,1,1.5,0.5094850948509485
Nate Thurmond,1975,7.9,11.3,4.1,0.6,2.4,0.3003802281368821
Nick Weatherspoon,1975,7.5,4.2,0.6,0.8,0.3,0.5597014925373134
Norm Van Lier,1975,15,4.7,5.8,2,0.2,0.5415162454873647
Patrick McFarland,1975,6.5,1.7,1.7,0.7,0.1,0.6074766355140189
Paul Silas,1975,10.6,12.5,2.7,0.7,0.3,0.39552238805970147
Paul Westphal,1975,9.8,2,2.9,1,0.4,0.6086956521739131
Pete Maravich,1975,21.5,5.3,6.2,1.5,0.2,0.6195965417867435
Phil Chenier,1975,21.8,3.8,3.2,2.3,0.8,0.6833855799373041
Phil Jackson,1975,10.8,7.7,1.7,1.1,0.7,0.49090909090909096
Phil Smith,1975,7.7,1.9,1.8,0.8,0,0.6311475409836065
Ralph Simpson,1975,20.6,4.8,5.4,2,0.2,0.6242424242424242
Randy Denton,1975,9.2,6.3,1.2,0.4,0.6,0.519774011299435
Randy Smith,1975,17.8,4.2,6.5,1.7,0,0.5894039735099338
Rich Jones,1975,19.3,7.8,3.3,1.1,0.4,0.6050156739811912
Rick Barry,1975,30.6,5.7,6.2,2.9,0.4,0.6681222707423581
Rod Derline,1975,5.6,1,0.8,0.4,0.1,0.7088607594936709
Ron Behagen,1975,10.7,7.3,1.9,0.7,0.5,0.5071090047393365
Ron Boone,1975,25.2,4.8,4.4,1.5,0.4,0.6942148760330579
Ron Riley,1975,6,4.9,1.7,0.7,0.3,0.4411764705882353
Ronald Thomas,1975,3.6,3.8,0.6,0.6,0.2,0.40909090909090917
Rowland Garrett,1975,7.6,3.5,0.6,0.3,0.2,0.6229508196721312
Rudy Tomjanovich,1975,20.7,7.6,2.9,0.9,0.3,0.6388888888888891
Sam Lacey,1975,11.5,14.2,5.3,1.7,2.1,0.3304597701149425
Scott English,1975,6.9,5.1,1.2,0.7,0.3,0.48591549295774655
Scott Wedman,1975,11.1,6.1,1.6,1,0.3,0.5522388059701492
Sidney Wicks,1975,21.7,10.7,3.5,1.3,1,0.5680628272251309
Slick Watts,1975,6.8,3.2,6.1,2.3,0.1,0.3675675675675675
Spencer Haywood,1975,22.4,9.3,2,0.8,1.6,0.6204986149584487
Steve Jones,1975,10.9,2.8,2.9,0.8,0.1,0.6228571428571429
Steve Kuberski,1975,2.8,2.1,0.6,0.2,0.1,0.48275862068965514
Steve Patterson,1975,4.6,4.1,1.1,0.3,0.2,0.44660194174757284
Swen Nater,1975,15.1,16.4,1.2,0.6,1.1,0.4389534883720929
Tal Skinner,1975,4.8,4.7,1.2,0.7,0.2,0.4137931034482759
Ted McClain,1975,8.6,3.7,5.1,1.8,0.2,0.443298969072165
Tim Bassett,1975,8,7.3,1.6,0.6,0.5,0.44444444444444436
Tiny Archibald,1975,26.5,2.7,6.8,1.5,0.1,0.7047872340425532
Tom Boerwinkle,1975,4.2,4.8,3.4,0.3,0.6,0.3157894736842105
Tom Burleson,1975,10.1,7,1.4,0.8,1.9,0.47641509433962265
Tom Henderson,1975,11.4,2.7,4,1.3,0.1,0.5846153846153845
Tom Kozelko,1975,2.1,1.9,0.6,0.4,0.1,0.411764705882353
Truck Robinson,1975,5.8,4,0.5,0.5,0.4,0.5178571428571428
Wali Jones,1975,7.5,1.1,2.1,0.6,0,0.6637168141592921
Walt Frazier,1975,21.5,6,6.1,2.4,0.2,0.5939226519337016
Warren Jabali,1975,12.1,4.1,5.8,1.8,0.3,0.5020746887966805
Wes Unseld,1975,9.2,14.8,4.1,1.6,0.9,0.3006535947712418
Wil Jones,1975,12.6,7.2,3,1.3,0.8,0.5060240963855421
Willie Sojourner,1975,4.6,3.5,0.5,0.2,0.8,0.47916666666666663
Zaid Abdul-Aziz,1975,9.7,7.5,1.3,0.6,1.1,0.48019801980198007
Zelmo Beaty,1975,5.5,4.7,1.1,0.7,0.4,0.44354838709677424
Aaron James,1976,9,3.3,0.8,0.4,0.1,0.6617647058823529
Al Eberhard,1976,9.3,4.8,1,1.1,0.2,0.5670731707317073
Al Skinner,1976,10.4,3.7,3.4,1.1,0.6,0.5416666666666666
Al Smith,1976,9.2,2.5,4.9,0.7,0.1,0.528735632183908
Alvan Adams,1976,19,9.1,5.6,1.5,1.5,0.5177111716621253
Archie Clark,1976,7.6,1.7,2.8,0.8,0.1,0.5846153846153846
Artis Gilmore,1976,24.6,15.5,2.5,0.7,2.4,0.5382932166301969
Austin Carr,1976,10.1,2,1.9,0.6,0,0.6917808219178082
Bill Bradley,1976,11.1,2.9,3,0.8,0.2,0.6166666666666667
Bill Keller,1976,14.2,2.9,3.9,0.8,0.1,0.6484018264840182
Bill Melchionni,1976,5.8,1.3,4,0.8,0.1,0.48333333333333334
Bill Robinzine,1976,8,4.7,0.8,1.1,0.1,0.54421768707483
Bill Willoughby,1976,4.7,4.6,0.5,0.6,0.5,0.43119266055045874
Billy Knight,1976,28.1,10.1,3.7,1.3,0.3,0.6459770114942529
Billy Paultz,1976,16.5,10.4,4.1,0.7,3,0.47550432276657056
Bingo Smith,1976,13.6,4.2,1.9,0.7,0.4,0.653846153846154
Bird Averitt,1976,17.9,2.7,3.8,1.4,0.3,0.685823754789272
Bob Dandridge,1976,21.5,7.4,2.8,1.5,0.5,0.6379821958456973
Bob Gross,1976,6.8,4,2.1,1.2,0.6,0.46258503401360546
Bob Lanier,1976,21.3,11.7,3.4,1.2,1.3,0.5475578406169667
Bob Love,1976,19.1,6.7,1.9,0.8,0.1,0.6678321678321678
Bob McAdoo,1976,31.1,12.4,4,1.2,2.1,0.6122047244094488
Bob Warren,1976,10.1,5.9,2.3,0.9,0.6,0.51010101010101
Bob Weiss,1976,3.2,1,2.3,0.7,0.2,0.43243243243243246
Bobby Jones,1976,14.9,9.5,4,2,2.2,0.45705521472392635
Bobby Wilson,1976,7.5,1.6,0.9,0.4,0,0.7211538461538461
Brian Winters,1976,18.2,3.2,4.7,1.6,0.3,0.65
Bruce Seals,1976,11.8,6.3,1.5,0.8,0.5,0.5645933014354066
Byron Beck,1976,9.6,4.4,1.5,0.6,0.3,0.5853658536585364
Calvin Murphy,1976,21,2.5,7.3,1.8,0.1,0.6422018348623852
Campy Russell,1976,15,4.2,1.3,0.8,0.1,0.7009345794392523
Cazzie Russell,1976,11.8,2.5,1.6,0.7,0,0.7108433734939759
Charles Dudley,1976,6.4,3.3,2.9,0.9,0,0.4740740740740741
Charles Johnson,1976,9.2,2.5,1.5,1.2,0.1,0.6344827586206897
Charles Jordan,1976,5.2,3,0.7,0.5,0.2,0.5416666666666669
Charlie Scott,1976,17.6,4.4,4.2,1.3,0.3,0.6330935251798562
Chris Ford,1976,8.4,3.5,3.3,2.2,0.3,0.4745762711864407
Chuck Terry,1976,3.3,2.2,0.6,0.5,0.1,0.49253731343283585
Chuck Williams,1976,11,2.7,4.7,1.5,0.1,0.55
Claude Terry,1976,7.1,1.9,1.8,0.5,0.1,0.6228070175438596
Cliff Pondexter,1976,5.8,5.1,1.2,0.4,0.3,0.453125
Clifford Ray,1976,6.9,9.5,1.8,1,1,0.3415841584158416
Clyde Lee,1976,3.9,5.7,0.7,0.3,0.3,0.35779816513761464
Clyde Mayes,1976,4.4,4,0.6,0.1,0.6,0.45360824742268047
Coby Dietrick,1976,5.8,4.3,2,0.8,0.5,0.43283582089552236
Connie Hawkins,1976,8.2,6,2.9,1.1,0.6,0.4361702127659574
Connie Norman,1976,5.9,1.6,1,0.4,0.1,0.6555555555555556
Corky Calhoun,1976,5.4,4.5,1.1,0.8,0.5,0.43902439024390244
Cornell Warner,1976,7.3,8.9,1.3,0.7,0.6,0.3882978723404255
Curtis Perry,1976,13.3,9.6,2.6,1.2,0.9,0.4818840579710146
Curtis Rowe,1976,16,8.7,2.3,0.6,0.6,0.5673758865248226
Dale Schlueter,1976,2.5,3.2,1.1,0.2,0.2,0.34722222222222215
Dan Issel,1976,23,11,2.4,1.2,0.7,0.6005221932114881
Dan Roundfield,1976,5.1,3.9,0.5,0.5,0.6,0.4811320754716981
Darnell Hillman,1976,13.4,9.1,2,1.1,1.1,0.50187265917603
Dave Bing,1976,16.2,2.9,6,1.4,0.3,0.6044776119402986
Dave Cowens,1976,19,16,4.2,1.2,0.9,0.46004842615012104
Dave Meyers,1976,7.4,6.2,1.4,1,0.3,0.4539877300613497
David Thompson,1976,26,6.3,3.7,1.6,1.2,0.6701030927835051
Dean Meminger,1976,6,2.2,3.3,0.8,0.1,0.48387096774193544
Dennis Awtrey,1976,4.9,4,2.1,0.3,0.3,0.42241379310344823
Derrek Dickey,1976,6.4,4.4,1.1,0.3,0.1,0.5203252032520325
Dick Gibbs,1976,4.7,1.5,0.7,0.2,0.2,0.6438356164383561
Dick Snyder,1976,12.6,2.4,2.7,0.7,0.4,0.6702127659574469
Dick Van Arsdale,1976,12.9,2.4,2.4,0.9,0.2,0.6861702127659576
Don Buse,1976,12.5,3.8,8.2,4.1,0.4,0.43103448275862066
Don Ford,1976,9.6,4.4,1.5,0.7,0.2,0.5853658536585367
Don Nelson,1976,6.4,2.4,1,0.2,0.1,0.6336633663366337
Donnie Freeman,1976,10.8,2.8,2.7,0.9,0.2,0.6206896551724139
Doug Collins,1976,20.8,4,2.5,1.4,0.3,0.7172413793103448
Dwight Davis,1976,4.2,3.1,0.6,0.3,0.4,0.48837209302325574
Dwight Jones,1976,10.1,7.9,1.3,0.8,0.9,0.4809523809523809
E.C. Coleman,1976,7.3,6.3,1.3,0.8,0.4,0.45341614906832295
Earl Monroe,1976,20.7,3.6,4,1.5,0.3,0.6877076411960132
Ed Ratleff,1976,11.1,5.3,3.6,1.6,0.5,0.502262443438914
Elmore Smith,1976,15.6,11.4,1.2,1,3.1,0.48297213622291024
Elvin Hayes,1976,19.8,11,1.5,1.3,2.5,0.5484764542936289
Eric Money,1976,13,2.6,4.2,1.7,0.1,0.6018518518518519
Ernie DiGregorio,1976,6.7,1.7,4,0.6,0,0.5153846153846154
Fatty Taylor,1976,8.2,4.5,5.3,2.7,0.2,0.3923444976076555
Foots Walker,1976,4.6,2.2,3.6,1.2,0.1,0.39316239316239315
Fred Brown,1976,23.1,4.2,2.7,1.9,0.2,0.719626168224299
Fred Carter,1976,18.9,3.6,4.5,1.7,0.2,0.6539792387543253
Freddie Lewis,1976,14.8,2.9,4,1.5,0.1,0.6351931330472103
Gail Goodrich,1976,19.5,2.9,5.6,1.6,0.2,0.6543624161073825
Gary Brokaw,1976,8.4,1.7,3.3,0.5,0.2,0.5957446808510639
Geoff Petrie,1976,18.9,2.3,4.6,1.1,0.1,0.7
George Gervin,1976,21.8,6.7,2.5,1.4,1.5,0.6430678466076697
George Johnson,1976,4.9,7.6,1,0.6,2.1,0.30246913580246915
George Karl,1976,5.1,0.9,3.3,0.8,0,0.5049504950495048
George McGinnis,1976,23,12.6,4.7,2.6,0.5,0.5299539170506912
George Trapp,1976,8.1,3,0.7,0.4,0.3,0.648
Glenn Hansen,1976,6.5,2.8,1,0.7,0.2,0.5803571428571429
Glenn McDonald,1976,5.6,1.8,0.9,0.5,0.3,0.6153846153846154
Goo Kennedy,1976,6.3,5,0.7,0.6,0.1,0.49606299212598426
Gus Williams,1976,11.7,2.1,3.1,1.8,0.3,0.6157894736842104
Harvey Catchings,1976,3.5,6.9,0.8,0.3,2.2,0.2554744525547445
Henry Bibby,1976,9.3,2.3,2.8,0.8,0,0.6118421052631579
Henry Ward,1976,5.4,2.3,0.6,0.3,0.2,0.6136363636363636
Herm Gilliam,1976,8.5,2.7,2.5,1,0.1,0.5743243243243243
Howard Porter,1976,8.9,3.9,0.3,0.4,0.5,0.6357142857142857
Jamaal Wilkes,1976,17.8,8.8,2,1.2,0.4,0.5894039735099338
James Silas,1976,23.8,4,5.4,1.8,0.3,0.6742209631728046
Jim Ard,1976,3.5,3.6,0.6,0.1,0.4,0.426829268292683
Jim Barnett,1976,5.9,1.2,1.3,0.3,0,0.6781609195402298
Jim Brewer,1976,11.5,10.9,2.5,1.1,1.1,0.4243542435424354
Jim Chones,1976,15.8,9,2,0.5,1.1,0.5563380281690141
Jim Cleamons,1976,12.2,4.3,5.2,1.5,0.2,0.5213675213675214
Jim Fox,1976,3.9,3.4,0.6,0.4,0.2,0.4588235294117648
Jim McMillian,1976,15.8,5.3,2.8,1.2,0.2,0.624505928853755
Jim Price,1976,11.7,3.3,4.9,1.9,0.4,0.5270270270270271
Jimmy Jones,1976,5.9,2,1.9,0.5,0.1,0.5673076923076923
Jimmy Walker,1976,15.7,2.4,2.4,1.2,0.2,0.7168949771689499
Jo Jo White,1976,18.9,3.8,5.4,1.3,0.2,0.6385135135135135
Joe Bryant,1976,7.4,3.7,0.8,0.6,0.3,0.5781249999999999
Joe Hamilton,1976,5.9,1.1,1.2,0.6,0,0.6704545454545455
Joe Meriweather,1976,10.2,6.4,1,0.4,1.5,0.523076923076923
John Brown,1976,7.9,5.4,1.7,0.6,0.2,0.5000000000000001
John Drew,1976,21.6,8.6,1.9,1.8,0.4,0.6297376093294461
John Gianelli,1976,9.3,6.7,1.4,0.3,0.8,0.5027027027027028
John Havlicek,1976,17,4.1,3.7,1.3,0.4,0.6415094339622641
John Laskowski,1976,9.2,3.1,0.8,0.8,0.1,0.6571428571428571
John Mengelt,1976,10.7,1.7,1.6,0.6,0.1,0.7278911564625851
John Williamson,1976,16.2,2.5,2.5,1,0.4,0.7168141592920354
Julius Erving,1976,29.3,11,5,2.5,1.9,0.5895372233400403
Junior Bridgeman,1976,8.6,3.6,1.9,0.6,0.3,0.5733333333333334
Kareem Abdul-Jabbar,1976,27.7,16.9,5,1.5,4.1,0.5018115942028986
Keith Erickson,1976,10.1,4.5,2.5,1.1,0.1,0.5519125683060108
Ken Charles,1976,10.1,2.7,2.5,1.5,0.6,0.5804597701149424
Kevin Kunnert,1976,12.9,9.8,1.9,0.7,1.3,0.4849624060150376
Kevin Restani,1976,6,4.6,1.2,0.4,0.1,0.48780487804878053
Kevin Stacom,1976,5.3,2.1,1.7,0.3,0.1,0.5578947368421052
Kim Hughes,1976,8.2,9.2,0.7,1.2,1.4,0.39613526570048313
Larry Kenon,1976,18.7,11.1,1.9,1.1,0.5,0.5615615615615616
Larry McNeill,1976,9.7,6.2,0.9,0.6,0.4,0.5449438202247191
Larry Steele,1976,9.9,3.6,4,2.1,0.2,0.5
LaRue Martin,1976,4.4,4.9,1.1,0.1,0.4,0.4036697247706422
Len Elmore,1976,14.6,10.8,1.6,1.8,2.3,0.46945337620578775
Leon Benbow,1976,7.1,2.3,2.1,0.8,0.1,0.5725806451612904
Leonard Gray,1976,13.8,6,3.1,1.1,0.5,0.563265306122449
Lionel Hollins,1976,10.8,2.4,4.1,1.8,0.4,0.5538461538461539
Lloyd Neal,1976,15.5,8.6,1.7,0.8,1.6,0.549645390070922
Lou Hudson,1976,17,3.7,2.6,1.5,0.2,0.68
Louie Dampier,1976,13,1.9,5.7,0.7,0.6,0.593607305936073
Louie Nelson,1976,12.5,3.1,2.6,1.2,0.1,0.6410256410256411
Lucius Allen,1976,14.7,2.8,4.7,1.3,0.3,0.6176470588235293
M.L. Carr,1976,12.2,6.2,3,1.7,0.6,0.5147679324894514
Marvin Barnes,1976,24.1,10.8,2.2,1.9,2,0.5878048780487805
Mel Bennett,1976,12.1,7,1.3,1,0.6,0.5499999999999999
Mickey Johnson,1976,15.3,9.4,1.6,1.1,0.8,0.5425531914893617
Mike Flynn,1976,6.3,2,2,0.7,0.1,0.5675675675675675
Mike Gale,1976,6.8,2.7,3.1,1.6,0.5,0.46258503401360546
Mike Jackson,1976,12.2,7.6,1.4,0.6,0.4,0.5495495495495496
Mike Newlin,1976,18.6,4.1,5.6,1.3,0.1,0.6262626262626262
Mike Riordan,1976,8.4,2.4,1.6,0.7,0.2,0.6315789473684211
Mike Sojourner,1976,8.6,6.7,0.9,0.6,0.6,0.4942528735632183
Monte Towe,1976,3,0.9,2.1,0.6,0.1,0.4477611940298508
Nate Hawthorne,1976,6.1,2.6,0.6,0.4,0.2,0.6161616161616162
Nate Williams,1976,12.8,4.4,1.3,1.3,0.2,0.6399999999999999
Neal Walk,1976,7.4,4.7,1.5,0.3,0.3,0.5211267605633803
Nick Weatherspoon,1976,8.3,4.3,0.9,0.7,0.3,0.5724137931034483
Norm Van Lier,1976,12.6,5.4,6.6,2,0.3,0.46840148698884754
Ollie Johnson,1976,10.1,4.4,1.8,0.8,0.5,0.5738636363636362
Otto Moore,1976,9,9.8,2.7,1,1.7,0.37190082644628103
Patrick McFarland,1976,12,4,3.5,0.5,0.1,0.5970149253731343
Paul Silas,1976,10.7,12.7,2.5,0.7,0.4,0.3962962962962963
Paul Westphal,1976,20.5,3.2,5.4,2.6,0.5,0.6366459627329192
Pete Maravich,1976,25.9,4.8,5.4,1.4,0.4,0.683377308707124
Phil Chenier,1976,19.9,4,3.2,2,0.6,0.67003367003367
Phil Jackson,1976,6,4.3,1.3,0.5,0.3,0.4838709677419354
Phil Smith,1976,20,4.6,4.4,1.3,0.2,0.6557377049180327
Ralph Simpson,1976,18,5.4,7.1,1.8,0.3,0.5521472392638038
Randy Smith,1976,21.8,5.1,5.9,1.9,0,0.628242074927954
Rich Jones,1976,13.2,5.2,1.6,1,0.3,0.6197183098591549
Rich Kelley,1976,7,7,2.1,0.7,0.8,0.3977272727272727
Rick Barry,1976,21,6.1,6.1,2.5,0.3,0.5833333333333334
Rick Roberson,1976,2.5,3.1,0.7,0.2,0.2,0.3731343283582089
Ricky Sobers,1976,9.2,3.3,2.8,1.4,0.1,0.5476190476190476
Ron Behagen,1976,11.5,8.4,2.1,1,0.4,0.4914529914529915
Ron Riley,1976,4.1,4.7,1.2,0.5,0.3,0.3796296296296296
Ronald Thomas,1976,3.9,4.5,0.8,0.7,0.2,0.38613861386138615
Rudy Tomjanovich,1976,18.5,8.4,2.4,0.5,0.2,0.6166666666666667
Sam Lacey,1976,12.8,12.6,4.7,1.6,1.7,0.38323353293413176
Scott Wedman,1976,15.5,7.4,2.4,1.3,0.4,0.5740740740740742
Sidney Wicks,1976,19.1,9,3.1,1,0.7,0.5805471124620061
Slick Watts,1976,13,4.5,8.1,3.2,0.2,0.4482758620689655
Spencer Haywood,1976,19.9,11.3,1.2,0.7,1,0.5835777126099706
Steve Jones,1976,6.5,1.2,1,0.3,0.1,0.7142857142857143
Steve Mix,1976,13.9,8.2,2.7,2,0.4,0.511029411764706
Tal Skinner,1976,4.3,3.7,0.9,0.7,0.1,0.443298969072165
Ticky Burden,1976,19.9,2.8,1.8,1.5,0.1,0.7624521072796934
Tim Bassett,1976,4.8,6.3,0.8,0.6,0.5,0.3692307692307692
Tiny Archibald,1976,24.8,2.7,7.9,1.6,0.2,0.6666666666666666
Tom Boerwinkle,1976,8.8,10.7,3.8,0.6,0.7,0.35772357723577236
Tom Burleson,1976,15.6,9,2.2,0.9,1.8,0.5288135593220339
Tom Henderson,1976,14.2,3.3,4.6,1.7,0.1,0.5941422594142258
Tom Kozelko,1976,1.7,1.2,0.5,0.3,0.1,0.4473684210526316
Tom Van Arsdale,1976,10.9,2.5,1.9,0.8,0.1,0.6728395061728394
Truck Robinson,1976,11.2,6.8,1.4,0.5,1.3,0.5283018867924528
Walt Frazier,1976,19.1,6.8,5.9,1.8,0.2,0.5650887573964497
Wes Unseld,1976,9.6,13.3,5.2,1.1,0.8,0.32
Wil Jones,1976,13.6,7.5,2.5,1,0.7,0.5375494071146245
Willie Norwood,1976,6.9,3.6,0.9,0.7,0.1,0.5655737704918034
World B. Free,1976,8.3,1.8,1.5,0.5,0.1,0.680327868852459
Adrian Dantley,1977,20.3,7.6,1.9,1.2,0.2,0.6506410256410258
Al Eberhard,1977,6.9,3.3,0.7,0.7,0.2,0.5847457627118646
Al Skinner,1977,12.6,4.6,3.7,1.3,0.7,0.5502183406113538
Alex English,1977,5.2,2.8,0.4,0.3,0.3,0.5777777777777777
Allan Bristow,1977,11.4,4.2,2.9,1.1,0,0.5816326530612245
Alvan Adams,1977,18,9.1,4.5,1.3,1.2,0.5278592375366569
Andre McCarter,1977,4.6,0.9,1.7,0.4,0,0.6052631578947367
Armond Hill,1977,6,1.8,5,1,0.1,0.4316546762589928
Artis Gilmore,1977,18.6,13,2.4,0.5,2.5,0.5027027027027028
Austin Carr,1977,16.2,2.9,2.7,0.7,0.1,0.7168141592920354
Bill Bradley,1977,4.3,1.5,1.9,0.4,0.1,0.524390243902439
Bill Robinzine,1977,10.3,6.3,1.3,1.1,0.2,0.5364583333333333
Bill Walton,1977,18.6,14.4,3.8,1,3.2,0.45365853658536587
Billy Knight,1977,26.6,7.5,3.3,1.5,0.2,0.680306905370844
Billy Paultz,1977,15.6,8.4,2.7,0.7,2.1,0.5288135593220339
Bingo Smith,1977,14.5,3.9,1.9,0.8,0.4,0.6744186046511629
Bird Averitt,1977,7.9,1,1.8,0.4,0.1,0.7053571428571428
Bo Lamar,1977,7.1,1.3,2.5,0.8,0,0.6068376068376068
Bob Dandridge,1977,20.8,6.3,3.8,1.4,0.4,0.636085626911315
Bob Gross,1977,11.4,4.8,3,1.3,0.7,0.5377358490566038
Bob Lanier,1977,25.3,11.6,3.3,1.1,2,0.584295612009238
Bob Weiss,1977,2.5,1.1,2.1,0.9,0.1,0.3731343283582089
Bob Wilkerson,1977,6.7,3.3,2.2,0.9,0.1,0.5075757575757576
Bobby Jones,1977,15.1,8.3,3.2,2.3,2,0.4886731391585761
Brian Taylor,1977,17,3.3,4.4,2.8,0.2,0.6137184115523465
Brian Winters,1977,19.3,3,4.3,1.5,0.4,0.6771929824561403
Bruce Seals,1977,11,4.4,1.1,0.6,0.7,0.6179775280898876
Butch Beard,1977,5.3,2.3,2.1,0.8,0.1,0.5
C.J. Kupec,1977,4.7,2.4,0.6,0.2,0,0.5949367088607596
Caldwell Jones,1977,6,8.1,1.1,0.5,2.4,0.33149171270718236
Calvin Murphy,1977,17.9,2.1,4.7,1.8,0.1,0.6729323308270676
Campy Russell,1977,16.5,6,2.7,1,0.3,0.6226415094339622
Cazzie Russell,1977,16.4,3.6,2.6,1,0.1,0.6919831223628691
Charles Dudley,1977,7.2,3.7,4.4,0.8,0.1,0.44444444444444436
Charles Johnson,1977,7.1,1.8,1.2,1,0.1,0.6339285714285714
Chris Ford,1977,12.3,3.3,4.1,2.2,0.3,0.5540540540540541
Chuck Terry,1977,5,2.3,0.6,1,0.2,0.5494505494505496
Cliff Pondexter,1977,3.3,3,0.5,0.4,0.1,0.4520547945205479
Clifford Ray,1977,8.2,8,1.5,1,1.1,0.4141414141414141
Coby Dietrick,1977,8.4,4.5,1.8,1.1,0.7,0.5090909090909091
Corky Calhoun,1977,3.4,2.1,0.5,0.3,0.1,0.53125
Curtis Rowe,1977,10.1,7.1,1.4,0.3,0.6,0.5179487179487179
Dan Issel,1977,22.3,8.8,2.2,1.2,0.4,0.6389684813753581
Dan Roundfield,1977,13.9,8.5,1.1,1,2.1,0.5225563909774436
Darnell Hillman,1977,10.7,8.5,2,1.2,1.3,0.45147679324894513
Darryl Dawkins,1977,5.3,3.9,0.4,0.2,0.8,0.5
Dave Bing,1977,10.6,2.2,4.3,1,0.1,0.5824175824175823
Dave Robisch,1977,11.9,6.9,2,0.7,0.5,0.5409090909090909
Dave Twardzik,1977,10.3,2.7,3.3,1.7,0.2,0.565934065934066
David Thompson,1977,25.9,4.1,4.1,1.4,0.6,0.7174515235457063
Dean Tolson,1977,6,2.6,0.5,0.5,0.4,0.6
Dennis Awtrey,1977,5.7,4.9,2.5,0.3,0.4,0.4130434782608695
Dennis Johnson,1977,9.2,3.7,1.5,1.5,0.7,0.5542168674698795
Dick Snyder,1977,9.3,1.8,2,0.5,0.4,0.6642857142857143
Dick Van Arsdale,1977,7.7,1.5,1.5,0.4,0.1,0.6875000000000001
Don Adams,1977,7.3,4.8,1.9,1,0.2,0.48026315789473684
Don Buse,1977,8,3.3,8.5,3.5,0.2,0.3404255319148936
Don Chaney,1977,6.1,4.1,3.8,1.7,0.4,0.3788819875776398
Don Ford,1977,7.3,4.3,1.6,0.7,0.3,0.5140845070422535
Doug Collins,1977,18.3,3.4,4.7,1.2,0.3,0.6559139784946237
Dwight Jones,1977,5.9,3.8,0.6,0.5,0.3,0.5315315315315315
E.C. Coleman,1977,8.6,7.1,1.3,0.8,0.4,0.4725274725274725
Earl Monroe,1977,19.9,2.9,4.8,1.2,0.3,0.6838487972508591
Earl Tatum,1977,9.4,3.5,1.7,1.3,0.3,0.5802469135802469
Elvin Hayes,1977,23.7,12.5,1.9,1.1,2.7,0.5656324582338901
Eric Money,1977,10.2,1.7,3.3,1.2,0.2,0.6144578313253013
Ernie DiGregorio,1977,10.7,2.3,4.7,0.7,0,0.5815217391304348
Fatty Taylor,1977,3.8,2.7,3.6,1.7,0.1,0.319327731092437
Foots Walker,1977,6.5,2.6,4.1,1.3,0.1,0.4452054794520548
Fred Brown,1977,17.2,3.2,2.4,1.7,0.3,0.6935483870967742
Fred Foster,1977,3.9,1.3,0.8,0.3,0,0.6190476190476191
Fred Saunders,1977,5.9,3.3,1.3,0.4,0.1,0.5363636363636364
