season,player,tm,g,mp,net_plus_minus_per_100_poss,g_percent,median,npm_diff
2011,Tiago Splitter,SAS,60,738,-8,0.7317073170731707,-0.1,-7.9
2012,DeJuan Blair,SAS,64,1363,-10.5,0.9696969696969697,0.9500000000000001,-11.45
2013,Nando De Colo,SAS,72,920,-10.4,0.8780487804878049,-2.75,-7.65
2014,Cory Joseph,SAS,68,936,-9.1,0.8292682926829268,-1.6,-7.5
2015,Marco Belinelli,SAS,62,1388,-10.2,0.7560975609756098,0.8,-11
2016,Jonathon Simmons,SAS,55,813,-5.7,0.6707317073170732,0.3,-6
2017,LaMarcus Aldridge,SAS,72,2335,-5,0.8780487804878049,1.6,-6.6
2018,Tony Parker,SAS,55,1071,-5.6,0.6707317073170732,-0.95,-4.6499999999999995
2019,Dante Cunningham,SAS,64,928,-13,0.7804878048780488,-1,-12
2020,Bryn Forbes,SAS,63,1579,-10.6,0.8873239436619719,0,-10.6
2021,Lonnie Walker,SAS,60,1522,-8.9,0.8333333333333334,-1.1,-7.800000000000001
2022,Drew Eubanks,SAS,49,595,-6.4,0.5975609756097561,-0.9,-5.5
1997,Eric Snow,SEA,67,775,-12.3,0.8170731707317073,-1.0499999999999998,-11.25
1998,Greg Anthony,SEA,80,1021,-8.9,0.975609756097561,-0.25,-8.65
1999,Aaron Williams,SEA,40,458,-11.4,0.8,3.7,-15.100000000000001
2000,Vernon Maxwell,SEA,47,989,-7.3,0.573170731707317,-0.85,-6.45
2001,Patrick Ewing,SEA,79,2107,-8.4,0.9634146341463414,-1.9,-6.5
2002,Vin Baker,SEA,55,1710,-7.2,0.6707317073170732,-0.25,-6.95
2003,Rashard Lewis,SEA,77,3044,-5.5,0.9390243902439024,-0.8999999999999999,-4.6
2004,Luke Ridnour,SEA,69,1114,-8.2,0.8414634146341463,1.1,-9.299999999999999
2005,Ronald Murray,SEA,49,883,-13.5,0.5975609756097561,2.7,-16.2
2006,Reggie Evans,SEA,41,788,-7.1,0.5,-2.8499999999999996,-4.25
2007,Johan Petro,SEA,81,1510,-7.9,0.9878048780487805,0.7,-8.6
2008,Kevin Durant,SEA,80,2768,-8.7,0.975609756097561,-1.6,-7.1
1997,Sharone Wright,TOR,60,1009,-8.6,0.7317073170731707,-0.2,-8.4
1998,Shawn Respert,TOR,47,696,-5.2,0.573170731707317,-0.1,-5.1000000000000005
1999,Doug Christie,TOR,50,1768,-5.5,1,-0.5999999999999999,-4.9
2000,Alvin Williams,TOR,55,779,-6.7,0.6707317073170732,0.3,-7
2001,Dell Curry,TOR,71,956,-8.3,0.8658536585365854,0.6000000000000001,-8.9
2002,Eric Montross,TOR,49,655,-10.1,0.5975609756097561,0.4,-10.5
2003,Jelani McCoy,TOR,67,1367,-9.5,0.8170731707317073,-1,-8.5
2004,Alvin Williams,TOR,56,1730,-5.9,0.6829268292682927,-0.7,-5.2
2005,Loren Woods,TOR,45,712,-7.6,0.5487804878048781,0.1,-7.699999999999999
2006,Pape Sow,TOR,42,590,-9.7,0.5121951219512195,-1.9,-7.799999999999999
2007,Morris Peterson,TOR,71,1515,-8.2,0.8658536585365854,0.6,-8.799999999999999
2008,Jason Kapono,TOR,81,1530,-6,0.9878048780487805,-1.8,-4.2
2009,Andrea Bargnani,TOR,78,2453,-6.9,0.9512195121951219,-1.95,-4.95
2010,DeMar DeRozan,TOR,77,1664,-7.2,0.9390243902439024,-0.2,-7
2011,Sonny Weems,TOR,59,1413,-7.4,0.7195121951219512,-3.1,-4.300000000000001
2012,Rasual Butler,TOR,34,453,-9,0.5151515151515151,-1.65,-7.35
2013,Aaron Gray,TOR,42,513,-8,0.5121951219512195,-3.25,-4.75
2014,Tyler Hansbrough,TOR,64,978,-4.4,0.7804878048780488,-0.35,-4.050000000000001
2015,Jonas Valančiūnas,TOR,80,2096,-8,0.975609756097561,-0.8,-7.2
2016,Luis Scola,TOR,76,1636,-10.9,0.926829268292683,-1.3,-9.6
2017,Pascal Siakam,TOR,55,859,-7.3,0.6707317073170732,-3.55,-3.75
2018,Norman Powell,TOR,70,1062,-11.1,0.8536585365853658,-0.8,-10.299999999999999
2019,OG Anunoby,TOR,67,1352,-12.2,0.8170731707317073,2.55,-14.75
2020,Patrick McCaw,TOR,37,908,-7.8,0.5138888888888888,-0.5,-7.3
2021,Stanley Johnson,TOR,61,1006,-7.7,0.8472222222222222,-0.9,-6.8
2022,Sviatoslav Mykhailiuk,TOR,56,716,-10.7,0.6829268292682927,-0.1,-10.6
1997,Chris Morris,UTA,73,977,-35,0.8902439024390244,-6.25,-28.75
1998,Howard Eisley,UTA,82,1726,-10.2,1,-3.5,-6.699999999999999
1999,Greg Foster,UTA,42,458,-18.1,0.84,-5.45,-12.650000000000002
2000,Quincy Lewis,UTA,74,896,-11.6,0.9024390243902439,-0.5,-11.1
2001,Jacque Vaughn,UTA,82,1620,-16.7,1,-1.15,-15.549999999999999
2002,John Amaechi,UTA,54,586,-16.4,0.6585365853658537,1.6,-18
2003,DeShawn Stevenson,UTA,61,760,-16.3,0.7439024390243902,-0.9,-15.4
2004,Jarron Collins,UTA,81,1732,-4.8,0.9878048780487805,-2.5,-2.3
2005,Kris Humphries,UTA,67,873,-8.3,0.8170731707317073,-2.2,-6.1000000000000005
2006,Greg Ostertag,UTA,60,807,-8.4,0.7317073170731707,-0.25,-8.15
2007,Mehmet Okur,UTA,80,2664,-6.7,0.975609756097561,-0.5,-6.2
2008,Matt Harpring,UTA,76,1374,-9.2,0.926829268292683,0,-9.2
2009,Ronnie Price,UTA,52,738,-6.4,0.6341463414634146,0.8500000000000001,-7.25
2010,Mehmet Okur,UTA,73,2149,-4.3,0.8902439024390244,-1.6,-2.6999999999999997
2010,Ronnie Brewer,UTA,53,1662,-4.3,0.6463414634146342,-1.6,-2.6999999999999997
2011,Gordon Hayward,UTA,72,1218,-8.6,0.8780487804878049,2,-10.6
2012,Enes Kanter,UTA,66,874,-12.4,1,-2.1,-10.3
2013,Al Jefferson,UTA,78,2578,-9.4,0.9512195121951219,0,-9.4
2014,Enes Kanter,UTA,80,2138,-9.2,0.975609756097561,0.2,-9.399999999999999
2015,Enes Kanter,UTA,49,1326,-5.8,0.5975609756097561,1.1,-6.9
2016,Joe Ingles,UTA,81,1241,-5.4,0.9878048780487805,0.45,-5.8500000000000005
2017,Shelvin Mack,UTA,55,1205,-6.6,0.6707317073170732,-2,-4.6
2018,Alec Burks,UTA,64,1059,-6.7,0.7804878048780488,0,-6.7
2019,Jae Crowder,UTA,80,2166,-2.8,0.975609756097561,1.4,-4.199999999999999
2020,Georges Niang,UTA,66,923,-6.7,0.9166666666666666,-0.4,-6.3
2021,Derrick Favors,UTA,68,1039,-11.7,0.9444444444444444,1.4,-13.1
2022,Eric Paschall,UTA,58,736,-10,0.7073170731707317,1.35,-11.35
1997,Roy Rogers,VAN,82,1848,-6.1,1,0.4,-6.5
1998,Antonio Daniels,VAN,74,1956,-10,0.9024390243902439,-0.6,-9.4
1999,Cherokee Parks,VAN,48,1118,-4.3,0.96,-0.2,-4.1
2000,Othella Harrington,VAN,82,2677,-5.8,1,-0.7,-5.1
2001,Shareef Abdur-Rahim,VAN,81,3241,-5.1,0.9878048780487805,0.6,-5.699999999999999
1998,Terry Davis,WAS,74,1705,-4.3,0.9024390243902439,-1.3,-3
1999,Randell Jackson,WAS,27,271,-7.4,0.54,-1.2,-6.2
2000,Isaac Austin,WAS,59,1173,-7.9,0.7195121951219512,0.10000000000000003,-8
2001,Michael Smith,WAS,79,1610,-6.7,0.9634146341463414,-1.55,-5.15
2002,Courtney Alexander,WAS,56,1325,-6.9,0.6829268292682927,-0.2,-6.7
2003,Bryon Russell,WAS,70,1388,-3.9,0.8536585365853658,-0.1,-3.8
2004,Etan Thomas,WAS,79,1901,-4.7,0.9634146341463414,1.55,-6.25
2005,Kwame Brown,WAS,42,908,-9,0.5121951219512195,-3.3,-5.7
2006,Michael Ruffin,WAS,76,1010,-3.6,0.926829268292683,1,-4.6
2007,Jarvis Hayes,WAS,81,1626,-7.6,0.9878048780487805,-0.65,-6.949999999999999
2008,Nick Young,WAS,75,1158,-11.6,0.9146341463414634,1.9,-13.5
2009,JaVale McGee,WAS,75,1143,-6.5,0.9146341463414634,-0.6,-5.9
2010,Earl Boykins,WAS,67,1117,-8.1,0.8170731707317073,0.1,-8.2
2011,Kevin Séraphin,WAS,58,635,-9,0.7073170731707317,-1.2000000000000002,-7.8
2012,JaVale McGee,WAS,41,1124,-13.3,0.6212121212121212,-0.5,-12.8
2013,Jordan Crawford,WAS,43,1127,-8.1,0.524390243902439,-0.5,-7.6
2014,Kevin Séraphin,WAS,53,578,-4.9,0.6463414634146342,2.8,-7.7
2015,Kevin Séraphin,WAS,79,1235,-10.6,0.9634146341463414,-1.8,-8.799999999999999
2016,Ramon Sessions,WAS,82,1667,-1.5,1,2.35,-3.85
2017,Trey Burke,WAS,57,703,-13.9,0.6951219512195121,1.9,-15.8
2018,Jodie Meeks,WAS,77,1119,-9,0.9390243902439024,0.09999999999999998,-9.1
2019,Chasson Randle,WAS,49,743,-2.1,0.5975609756097561,1.1,-3.2
2020,Isaiah Thomas,WAS,40,925,-8.3,0.5555555555555556,-0.3,-8
2021,Garrison Mathews,WAS,64,1038,-5.2,0.8888888888888888,0.2,-5.4
2022,Daniel Gafford,WAS,72,1444,-5.4,0.8780487804878049,-2.2,-3.2
1997,Chris Whitney,WSB,82,1117,-3.4,1,-0.10000000000000003,-3.3
